"nest_id","clutch_size","egg_number","maleplumage","ring_female","cc_female","season","layday","laydate","L_egg","W_egg","egg_vol","november","Laying_Day"
"LSP1920056",2,1,"black-white","UFVCAF000787","al re og bl","2019_20",80,"19/01/2020",17.51,12.78,1458.538945,"01/11/2019",80
"LSP1920056",2,2,"black-white","UFVCAF000787","al re og bl","2019_20",80,"19/01/2020",17.46,13.01,1507.193486,"01/11/2019",80
"LSP1920059",1,1,"brown","UFVCAF000391","al wh ye db","2019_20",80,"19/01/2020",18.88,12.17,1426.110976,"01/11/2019",80
"LSP1920060",1,1,"black-white","UFVCAF000324","al re dg bl","2019_20",86,"25/01/2020",17.2,12.7,1414.83588,"01/11/2019",86
"LSP1920064",3,1,"black-white","UFVCAF000738","al re db wh","2019_20",84,"23/01/2020",16.15,11.99,1184.080064,"01/11/2019",84
"LSP1920064",3,2,"black-white","UFVCAF000738","al re db wh","2019_20",84,"23/01/2020",16.43,12.57,1323.970459,"01/11/2019",84
"LSP1920064",3,3,"black-white","UFVCAF000738","al re db wh","2019_20",84,"23/01/2020",16.34,12.38,1277.213551,"01/11/2019",84
"LSP1920066",2,1,"black-white","UFVCAF000329","al bl bl og","2019_20",86,"25/01/2020",18.93,12.62,1537.586297,"01/11/2019",86
"LSP1920066",2,2,"black-white","UFVCAF000329","al bl bl og","2019_20",86,"25/01/2020",18.27,12.42,1437.314858,"01/11/2019",86
"LSP1920068",3,1,"brown","UFVCAF000764","al re og db","2019_20",89,"28/01/2020",17.85,11.52,1208.129126,"01/11/2019",89
"LSP1920068",3,2,"brown","UFVCAF000764","al re og db","2019_20",89,"28/01/2020",17.89,11.63,1234.07043,"01/11/2019",89
"LSP1920068",3,3,"brown","UFVCAF000764","al re og db","2019_20",89,"28/01/2020",17.95,11.6,1231.82952,"01/11/2019",89
"LSP1920069",2,1,"black-white","UFVCAF000120","al pi db ye","2019_20",90,"29/01/2020",16.86,12.75,1397.809913,"01/11/2019",90
"LSP1920069",2,2,"black-white","UFVCAF000120","al pi db ye","2019_20",90,"29/01/2020",17.08,12.49,1358.885671,"01/11/2019",90
"LSP1920071",2,1,"black-white","UFVCAF000747","al re dg db","2019_20",91,"30/01/2020",17.43,11.93,1265.168734,"01/11/2019",91
"LSP1920071",2,2,"black-white","UFVCAF000747","al re dg db","2019_20",91,"30/01/2020",17.1,12.6,1384.54596,"01/11/2019",91
"LSP1920072",2,1,"black-white","UFVCAF000779","al re bl re","2019_20",90,"29/01/2020",18.33,12.47,1453.669063,"01/11/2019",90
"LSP1920072",2,2,"black-white","UFVCAF000779","al re bl re","2019_20",90,"29/01/2020",18,12.8,1504.0512,"01/11/2019",90
"LSP1920073",3,1,"black-white","UFVCAF000201","al re re ye","2019_20",90,"29/01/2020",17.46,11.86,1252.517474,"01/11/2019",90
"LSP1920073",3,2,"black-white","UFVCAF000201","al re re ye","2019_20",90,"29/01/2020",17.48,11.78,1237.092532,"01/11/2019",90
"LSP1920073",3,3,"black-white","UFVCAF000201","al re re ye","2019_20",90,"29/01/2020",17.75,11.49,1195.111955,"01/11/2019",90
"LSP1920079",2,1,"black-white","UFVCAF000156","al pu wh bl","2019_20",93,"01/02/2020",16.25,12.71,1338.796729,"01/11/2019",93
"LSP1920079",2,2,"black-white","UFVCAF000156","al pu wh bl","2019_20",93,"01/02/2020",16.19,12.76,1344.368641,"01/11/2019",93
"LSP1920081",2,1,"black-white","UFVCAF000342","al bl dg dg","2019_20",95,"03/02/2020",16.3,12.4,1278.20688,"01/11/2019",95
"LSP1920081",2,2,"black-white","UFVCAF000342","al bl dg dg","2019_20",95,"03/02/2020",16.7,12.5,1330.78125,"01/11/2019",95
"LSP1920083",3,1,"black-white","UFVCAF000334","al bl dg re","2019_20",92,"31/01/2020",17.38,12.33,1347.553764,"01/11/2019",92
"LSP1920083",3,2,"black-white","UFVCAF000334","al bl dg re","2019_20",92,"31/01/2020",17.09,12.28,1314.343775,"01/11/2019",92
"LSP1920083",3,3,"black-white","UFVCAF000334","al bl dg re","2019_20",92,"31/01/2020",17.33,12.21,1317.650001,"01/11/2019",92
"LSP1920088",2,1,"brown","UFVCAF000775","al re ye bl","2019_20",101,"09/02/2020",18.24,13,1572.1056,"01/11/2019",101
"LSP1920088",2,2,"brown","UFVCAF000775","al re ye bl","2019_20",101,"09/02/2020",18.49,12.81,1547.409813,"01/11/2019",101
"LSP1920090",2,1,"black-white","UFVCAF000700","al re bl bg","2019_20",100,"08/02/2020",18.9,12.2,1434.66876,"01/11/2019",100
"LSP1920090",2,2,"black-white","UFVCAF000700","al re bl bg","2019_20",100,"08/02/2020",18.29,12.7,1504.496991,"01/11/2019",100
"LSP1920093",2,1,"black-white","UFVCAF000202","al bl db ye","2019_20",96,"04/02/2020",18.3,12.3,1411.98957,"01/11/2019",96
"LSP1920093",2,2,"black-white","UFVCAF000202","al bl db ye","2019_20",96,"04/02/2020",18.5,12.32,1432.066944,"01/11/2019",96
"LSP1920095",1,1,"brown","UFVCAF000329","al bl bl og","2019_20",100,"08/02/2020",18,11.9,1299.9798,"01/11/2019",100
"LSP1920102",1,1,"black-white","UFVCAF000323","al re dg dg","2019_20",110,"18/02/2020",16.9,12.5,1346.71875,"01/11/2019",110
"LSP1920107",2,1,"black-white","UFVCAF000281","al db db lg","2019_20",118,"26/02/2020",16.84,12.06,1249.127814,"01/11/2019",118
"LSP1920107",2,2,"black-white","UFVCAF000281","al db db lg","2019_20",118,"26/02/2020",17.6,12.7,1447.73904,"01/11/2019",118
"LSP1920111",2,1,"black-white","UFVCAF000867","al bl bl bl","2019_20",124,"03/03/2020",17.5,12,1285.2,"01/11/2019",124
"LSP1920111",2,2,"black-white","UFVCAF000867","al bl bl bl","2019_20",124,"03/03/2020",17.3,12.3,1334.83167,"01/11/2019",124
"LSP1920114",2,1,"black-white","UFVCAF000273","al re pu pu ","2019_20",124,"03/03/2020",18.4,13.4,1684.99104,"01/11/2019",124
"LSP1920114",2,2,"black-white","UFVCAF000273","al re pu pu ","2019_20",124,"03/03/2020",17.4,13.4,1593.41544,"01/11/2019",124
"LSP1920115",2,1,"black-white","UFVCAF000799","al bl re wh","2019_20",130,"09/03/2020",16.9,12.4,1325.25744,"01/11/2019",130
"LSP1920115",2,2,"black-white","UFVCAF000799","al bl re wh","2019_20",130,"09/03/2020",16.84,12.6,1363.494384,"01/11/2019",130
"LSP1920123",2,1,"black-white","UFVCAF000861","al bl og og","2019_20",131,"10/03/2020",17.9,12.6,1449.32004,"01/11/2019",131
"LSP1920123",2,2,"black-white","UFVCAF000861","al bl og og","2019_20",131,"10/03/2020",18.13,12.75,1503.101644,"01/11/2019",131
"LSP1920125",2,1,"black-white","UFVCAF000342","al bl dg dg","2019_20",128,"07/03/2020",16.7,12.3,1288.53693,"01/11/2019",128
"LSP1920125",2,2,"black-white","UFVCAF000342","al bl dg dg","2019_20",128,"07/03/2020",17.6,13.15,1552.15236,"01/11/2019",128
"LSP1920129",1,1,"black-white","UFVCAF000270","al pu pu pi","2019_20",134,"13/03/2020",16.36,12.28,1258.20153,"01/11/2019",134
"LSP2021002",2,1,"black-white","UFVCAF000565","ye wh ye al","2020-21",50,"20/12/2020",17.8,12.5,1418.4375,"01/11/2020",50
"LSP2021002",2,2,"black-white","UFVCAF000565","ye wh ye al","2020-21",50,"20/12/2020",17.06,13,1470.4014,"01/11/2020",50
"LSP2021006",2,1,"black-white","UFVCAF000347","al bl ye ye","2020-21",49,"19/12/2020",16.9,12.9,1434.28779,"01/11/2020",49
"LSP2021006",2,2,"black-white","UFVCAF000347","al bl ye ye","2020-21",49,"19/12/2020",16.4,12.2,1244.89776,"01/11/2020",49
"LSP2021011",3,1,"black-white","UFVCAF000597","al wh ye bl","2020-21",63,"02/01/2021",16.94,12.75,1404.442463,"01/11/2020",63
"LSP2021011",3,2,"black-white","UFVCAF000597","al wh ye bl","2020-21",63,"02/01/2021",16.46,12.37,1284.515669,"01/11/2020",63
"LSP2021011",3,3,"black-white","UFVCAF000597","al wh ye bl","2020-21",63,"02/01/2021",16.69,12.2,1266.911196,"01/11/2020",63
"LSP2021015",3,1,"black-white","UFVCAF000368 ","dg db dg al","2020-21",54,"24/12/2020",16.9,12.4,1325.25744,"01/11/2020",54
"LSP2021015",3,2,"black-white","UFVCAF000368 ","dg db dg al","2020-21",54,"24/12/2020",17.11,13,1474.7109,"01/11/2020",54
"LSP2021015",3,3,"black-white","UFVCAF000368 ","dg db dg al","2020-21",54,"24/12/2020",17.02,13.13,1496.439571,"01/11/2020",54
"LSP2021016",2,1,"black-white","UFVCAF000835","wh re ye al","2020-21",59,"29/12/2020",17.35,12.08,1291.22975,"01/11/2020",59
"LSP2021016",2,2,"black-white","UFVCAF000835","wh re ye al","2020-21",59,"29/12/2020",18.22,12.3,1405.816938,"01/11/2020",59
"LSP2021018",3,1,"black-white","UFVCAF000358","wh re db al","2020-21",57,"27/12/2020",17.27,11.9,1247.258397,"01/11/2020",57
"LSP2021018",3,2,"black-white","UFVCAF000358","wh re db al","2020-21",57,"27/12/2020",17.57,12.03,1296.800569,"01/11/2020",57
"LSP2021018",3,3,"black-white","UFVCAF000358","wh re db al","2020-21",57,"27/12/2020",17.7,12.2,1343.57868,"01/11/2020",57
"LSP2021021",3,1,"black-white","UFVCAF000363","ye ye ye al","2020-21",53,"23/12/2020",17,12.55,1365.546675,"01/11/2020",53
"LSP2021021",3,2,"black-white","UFVCAF000363","ye ye ye al","2020-21",53,"23/12/2020",16.96,12.08,1262.204989,"01/11/2020",53
"LSP2021021",3,3,"black-white","UFVCAF000363","ye ye ye al","2020-21",53,"23/12/2020",16.8,12.3,1296.25272,"01/11/2020",53
"LSP2021022",2,1,"black-white","UFVCAF000555","db bl ye al","2020-21",56,"26/12/2020",17.66,12.29,1360.393791,"01/11/2020",56
"LSP2021022",2,2,"black-white","UFVCAF000555","db bl ye al","2020-21",56,"26/12/2020",17.74,12.18,1342.203504,"01/11/2020",56
"LSP2021023",2,1,"black-white","UFVCAF000566","dg ye dg al","2020-21",58,"28/12/2020",17.49,12.41,1373.736851,"01/11/2020",58
"LSP2021023",2,2,"black-white","UFVCAF000566","dg ye dg al","2020-21",58,"28/12/2020",17.6,12.9,1493.69616,"01/11/2020",58
"LSP2021026",2,1,"black-white","UFVCAF000570","db db og al","2020-21",64,"03/01/2021",16.88,12.18,1277.136141,"01/11/2020",64
"LSP2021026",2,2,"black-white","UFVCAF000570","db db og al","2020-21",64,"03/01/2021",16.75,12.82,1403.980377,"01/11/2020",64
"LSP2021027",3,1,"black-white","UFVCAF000565","ye wh ye al","2020-21",60,"30/12/2020",17.5,13,1508.325,"01/11/2020",60
"LSP2021027",3,2,"black-white","UFVCAF000565","ye wh ye al","2020-21",60,"30/12/2020",17.3,12.4,1356.62448,"01/11/2020",60
"LSP2021027",3,3,"black-white","UFVCAF000565","ye wh ye al","2020-21",60,"30/12/2020",17.5,12.4,1372.308,"01/11/2020",60
"LSP2021028",2,1,"brown","UFVCAF000567","dg og og al","2020-21",64,"03/01/2021",16.3,12.6,1319.77188,"01/11/2020",64
"LSP2021028",2,2,"brown","UFVCAF000567","dg og og al","2020-21",64,"03/01/2021",16.3,12.9,1383.36633,"01/11/2020",64
"LSP2021031",2,1,"brown","UFVCAF000569","db ye og al","2020-21",65,"04/01/2021",17.2,11.9,1242.20292,"01/11/2020",65
"LSP2021031",2,2,"brown","UFVCAF000569","db ye og al","2020-21",65,"04/01/2021",16.3,12.5,1298.90625,"01/11/2020",65
"LSP2021034",1,1,"black-white","UFVCAF000745","al re re og","2020-21",70,"09/01/2021",17.6,12.8,1470.62784,"01/11/2020",70
"LSP2021037",2,1,"black-white","UFVCAF000507","db og og al","2020-21",71,"10/01/2021",16.83,13.25,1506.905606,"01/11/2020",71
"LSP2021037",2,3,"black-white","UFVCAF000507","db og og al","2020-21",71,"10/01/2021",17,13,1465.23,"01/11/2020",71
"LSP2021038",2,1,"black-white","UFVCAF000506","db bl og al","2020-21",71,"10/01/2021",17.9,12.7,1472.41641,"01/11/2020",71
"LSP2021038",2,2,"black-white","UFVCAF000506","db bl og al","2020-21",71,"10/01/2021",16.7,12.6,1352.15892,"01/11/2020",71
"LSP2021044",3,1,"black-white","UFVCAF000363","ye ye ye al","2020-21",76,"15/01/2021",16.03,12.57,1291.737459,"01/11/2020",76
"LSP2021044",3,2,"black-white","UFVCAF000363","ye ye ye al","2020-21",76,"15/01/2021",17.3,12.6,1400.73948,"01/11/2020",76
"LSP2021044",3,3,"black-white","UFVCAF000363","ye ye ye al","2020-21",76,"15/01/2021",17.35,12.6,1404.78786,"01/11/2020",76
"LSP2021045",3,1,"black-white","UFVCAF000732","al re db re","2020-21",77,"16/01/2021",18,12.1,1344.0438,"01/11/2020",77
"LSP2021045",3,2,"black-white","UFVCAF000732","al re db re","2020-21",77,"16/01/2021",18.2,12.5,1450.3125,"01/11/2020",77
"LSP2021045",3,3,"black-white","UFVCAF000732","al re db re","2020-21",77,"16/01/2021",17.7,12,1299.888,"01/11/2020",77
"LSP2021046",3,1,"black-white","UFVCAF000555","db bl ye al","2020-21",76,"15/01/2021",17.91,12.5,1427.203125,"01/11/2020",76
"LSP2021046",3,2,"black-white","UFVCAF000555","db bl ye al","2020-21",76,"15/01/2021",18.38,12.56,1478.750696,"01/11/2020",76
"LSP2021046",3,3,"black-white","UFVCAF000555","db bl ye al","2020-21",76,"15/01/2021",18,12.6,1457.4168,"01/11/2020",76
"LSP2021049",1,1,"black-white","UFVCAF000514","wh bl og al","2020-21",82,"21/01/2021",17.22,12.48,1367.831163,"01/11/2020",82
"LSP2021055",2,1,"black-white","UFVCAF000358","wh re db al","2020-21",88,"27/01/2021",17.53,11.52,1186.470789,"01/11/2020",88
"LSP2021055",2,2,"black-white","UFVCAF000358","wh re db al","2020-21",88,"27/01/2021",17.36,11.11,1092.818441,"01/11/2020",88
"LSP2021060",2,1,"black-white","UFVCAF000521","og bl og al","2020-21",98,"06/02/2021",16.45,12.39,1287.889763,"01/11/2020",98
"LSP2021060",2,2,"black-white","UFVCAF000521","og bl og al","2020-21",98,"06/02/2021",16.48,12.43,1298.582784,"01/11/2020",98
"LSP2021062",1,1,"black-white","UFVCAF000342","al bl dg dg","2020-21",87,"26/01/2021",17.78,13.09,1553.750301,"01/11/2020",87
"LSP2021070",2,1,"black-white","UFVCAF000870","al bl re ye","2020-21",96,"04/02/2021",16.75,12.79,1397.417174,"01/11/2020",96
"LSP2021070",2,2,"black-white","UFVCAF000870","al bl re ye","2020-21",96,"04/02/2021",16.53,12.5,1317.234375,"01/11/2020",96
"LSP2021072",3,1,"black-white","UFVCAF000201","al re re ye","2020-21",104,"12/02/2021",17.7,11.9,1278.31347,"01/11/2020",104
"LSP2021072",3,2,"black-white","UFVCAF000201","al re re ye","2020-21",104,"12/02/2021",17.4,11.8,1235.61576,"01/11/2020",104
"LSP2021072",3,3,"black-white","UFVCAF000201","al re re ye","2020-21",104,"12/02/2021",17.39,11.36,1144.527997,"01/11/2020",104
"LSP2021085",2,1,"black-white","UFVCAF000201","al re re ye","2020-21",114,"22/02/2021",18.2,11.9,1314.42402,"01/11/2020",114
"LSP2021085",2,2,"black-white","UFVCAF000201","al re re ye","2020-21",114,"22/02/2021",18,11.8,1278.2232,"01/11/2020",114
"LSP2021087",2,1,"black-white","UFVCAF000521","og bl og al","2020-21",122,"02/03/2021",16.12,12.04,1191.758306,"01/11/2020",122
"LSP2021087",2,2,"black-white","UFVCAF000521","og bl og al","2020-21",122,"02/03/2021",16.18,12.92,1377.443268,"01/11/2020",122
"LSP2021089",2,1,"black-white","UFVCAF000281","al db db lg","2020-21",129,"09/03/2021",17.58,12.95,1503.587075,"01/11/2020",129
"LSP2021089",2,2,"black-white","UFVCAF000281","al db db lg","2020-21",129,"09/03/2021",17.48,12.92,1488.115471,"01/11/2020",129
"LSP2021093",2,1,"black-white","UFVCAF000732","al re db re ","2020-21",136,"16/03/2021",18.4,11.78,1302.202666,"01/11/2020",136
"LSP2021093",2,2,"black-white","UFVCAF000732","al re db re ","2020-21",136,"16/03/2021",17.15,11.45,1146.688016,"01/11/2020",136
"LSP2122001",1,1,"black-white","UFVCAF000439","pu al db pi","2021-22",39,"10/12/2021",12.11,11.65,838.2357323,"01/11/2021",40
"LSP2122002",2,1,"black-white","UFVCAF000841","bl al bl pi","2021-22",44,"15/12/2021",16.12,12.13,1209.641882,"01/11/2021",45
"LSP2122002",2,2,"black-white","UFVCAF000841","bl al bl pi","2021-22",44,"15/12/2021",16.03,12.01,1179.20609,"01/11/2021",45
"LSP2122003",3,1,"black-white","UFVCAF000013","al db dg dg","2021-22",38,"09/12/2021",17.6,12.7,1447.73904,"01/11/2021",39
"LSP2122003",3,2,"black-white","UFVCAF000013","al db dg dg","2021-22",38,"09/12/2021",15.4,11.02,953.7929016,"01/11/2021",39
"LSP2122003",2,3,"black-white","UFVCAF000013","al db dg dg","2021-22",38,"09/12/2021",16.87,12.73,1394.254536,"01/11/2021",39
"LSP2122007",2,1,"brown","UFVCAF000438","bl al bl pu","2021-22",46,"17/12/2021",17.79,12.6,1440.413604,"01/11/2021",47
"LSP2122007",2,2,"brown","UFVCAF000438","bl al bl pu","2021-22",46,"17/12/2021",18.21,13.01,1571.935475,"01/11/2021",47
"LSP2122008",3,1,"black-white","UFVCAF000672","ye al dg dg","2021-22",46,"17/12/2021",16.5,12.4,1293.8904,"01/11/2021",47
"LSP2122008",3,2,"black-white","UFVCAF000672","ye al dg dg","2021-22",46,"17/12/2021",16.23,12.01,1193.91858,"01/11/2021",47
"LSP2122008",3,3,"black-white","UFVCAF000672","ye al dg dg","2021-22",46,"17/12/2021",16.6,12.5,1322.8125,"01/11/2021",47
"LSP2122014",3,1,"black-white","UFVCAF000673","pu al db wh","2021-22",43,"14/12/2021",17.55,12.39,1374.010051,"01/11/2021",44
"LSP2122014",3,2,"black-white","UFVCAF000673","pu al db wh","2021-22",43,"14/12/2021",16.84,12.16,1269.928919,"01/11/2021",44
"LSP2122014",3,3,"black-white","UFVCAF000673","pu al db wh","2021-22",43,"14/12/2021",17.98,12.58,1451.179537,"01/11/2021",44
"LSP2122015",2,1,"black-white","UFVCAF000444","re al ye pi","2021-22",48,"19/12/2021",17.3,12.2,1313.21532,"01/11/2021",49
"LSP2122015",2,2,"black-white","UFVCAF000444","re al ye pi","2021-22",48,"19/12/2021",16.93,12.44,1336.189008,"01/11/2021",49
"LSP2122017",2,1,"black-white","UFVCAF000401","pu al db ye","2021-22",48,"19/12/2021",17.24,12.01,1268.216655,"01/11/2021",49
"LSP2122017",2,2,"black-white","UFVCAF000401","pu al db ye","2021-22",48,"19/12/2021",16.57,11.71,1158.794632,"01/11/2021",49
"LSP2122020",2,1,"black-white","UFVCAF000525","ye ye og al","2021-22",53,"24/12/2021",17.93,12.35,1394.711497,"01/11/2021",54
"LSP2122020",2,2,"black-white","UFVCAF000525","ye ye og al","2021-22",53,"24/12/2021",18.04,12.94,1540.548097,"01/11/2021",54
"LSP2122021",1,1,"black-white","UFVCAF000675","pu al pu bl","2021-22",51,"22/12/2021",17.37,12.29,1338.054369,"01/11/2021",52
"LSP2122025",3,1,"brown","UFVCAF000273","al re pu pu","2021-22",53,"24/12/2021",18.01,13.47,1666.552811,"01/11/2021",54
"LSP2122025",3,2,"brown","UFVCAF000273","al re pu pu","2021-22",53,"24/12/2021",17.1,13.33,1549.624897,"01/11/2021",54
"LSP2122025",3,3,"brown","UFVCAF000273","al re pu pu","2021-22",53,"24/12/2021",17.56,13.23,1567.524639,"01/11/2021",54
"LSP2122027",3,1,"black-white","UFVCAF000669","bl al bl ye","2021-22",50,"21/12/2021",16.57,12.39,1297.284703,"01/11/2021",51
"LSP2122027",3,2,"black-white","UFVCAF000669","bl al bl ye","2021-22",50,"21/12/2021",16.52,12.6,1337.584752,"01/11/2021",51
"LSP2122027",3,3,"black-white","UFVCAF000669","bl al bl ye","2021-22",50,"21/12/2021",16.4,12.8,1370.35776,"01/11/2021",51
"LSP2122029",3,1,"black-white","UFVCAF000841","bl al bl pi","2021-22",54,"25/12/2021",16.43,11.7,1147.042377,"01/11/2021",55
"LSP2122029",3,2,"black-white","UFVCAF000841","bl al bl pi","2021-22",54,"25/12/2021",17.54,12.43,1382.108132,"01/11/2021",55
"LSP2122029",3,3,"black-white","UFVCAF000841","bl al bl pi","2021-22",54,"25/12/2021",18.14,11.34,1189.689334,"01/11/2021",55
"LSP2122030",3,1,"black-white","UFVCAF000404","pu al db db","2021-22",56,"27/12/2021",17.78,12.53,1423.652761,"01/11/2021",57
"LSP2122030",3,2,"black-white","UFVCAF000404","pu al db db","2021-22",56,"27/12/2021",18.15,12.6,1469.56194,"01/11/2021",57
"LSP2122030",3,3,"black-white","UFVCAF000404","pu al db db","2021-22",56,"27/12/2021",18.5,12.69,1519.375604,"01/11/2021",57
"LSP2122037",3,1,"black-white","UFVCAF000201","al re re ye","2021-22",63,"03/01/2022",17.03,11.83,1215.498181,"01/11/2021",64
"LSP2122037",3,2,"black-white","UFVCAF000201","al re re ye","2021-22",63,"03/01/2022",17.39,11.75,1224.462506,"01/11/2021",64
"LSP2122037",3,3,"black-white","UFVCAF000201","al re re ye","2021-22",63,"03/01/2022",17.3,11.6,1187.22288,"01/11/2021",64
"LSP2122047",1,1,"brown","UFVCAF000273","al re pu pu","2021-22",75,"15/01/2022",17.72,13.2,1574.641728,"01/11/2021",76
"LSP2122048",3,1,"black-white","UFVCAF000429","ye al pu bl","2021-22",76,"16/01/2022",16.6,12.27,1274.580851,"01/11/2021",77
"LSP2122048",3,2,"black-white","UFVCAF000429","ye al pu bl","2021-22",76,"16/01/2022",16.99,11.43,1132.024994,"01/11/2021",77
"LSP2122048",3,3,"black-white","UFVCAF000429","ye al pu bl","2021-22",76,"16/01/2022",15.48,12.93,1319.891349,"01/11/2021",77
"LSP2122055",2,1,"brown","UFVCAF000657","og al re og","2021-22",75,"15/01/2022",17.9,13.7,1713.42201,"01/11/2021",76
"LSP2122055",2,2,"brown","UFVCAF000657","og al re og","2021-22",75,"15/01/2022",18,13.2,1599.5232,"01/11/2021",76
"LSP2122059",2,1,"black-white","UFVCAF000495","ye al pi dg","2021-22",74,"14/01/2022",17.3,12.2,1313.21532,"01/11/2021",75
"LSP2122059",2,2,"black-white","UFVCAF000495","ye al pi dg","2021-22",74,"14/01/2022",17.5,12.5,1394.53125,"01/11/2021",75
"LSP2122067",2,1,"black-white","UFVCAF000655","pu al db bl","2021-22",79,"19/01/2022",17.3,12.2,1313.21532,"01/11/2021",80
"LSP2122067",2,2,"black-white","UFVCAF000655","pu al db bl","2021-22",79,"19/01/2022",18.5,12.5,1474.21875,"01/11/2021",80
"LSP2122070",3,1,"black-white","UFVCAF000803","pi al ye ye","2021-22",82,"22/01/2022",16.12,11.77,1138.906677,"01/11/2021",83
"LSP2122070",3,2,"black-white","UFVCAF000803","pi al ye ye","2021-22",82,"22/01/2022",16.8,12.5,1338.75,"01/11/2021",83
"LSP2122070",3,3,"black-white","UFVCAF000803","pi al ye ye","2021-22",82,"22/01/2022",16.94,12.4,1328.394144,"01/11/2021",83
"LSP2122072",1,1,"black-white","UFVCAF000201","al re re ye","2021-22",79,"19/01/2022",17.7,11.8,1256.91948,"01/11/2021",80
"LSP2122073",1,1,"brown","UFVCAF000659","ye al ye db","2021-22",83,"23/01/2022",18.18,11.56,1239.024012,"01/11/2021",84
"LSP2122076",3,1,"black-white","UFVCAF000051","al wh db pi","2021-22",81,"21/01/2022",18.8,12.4,1474.25088,"01/11/2021",82
"LSP2122076",3,2,"black-white","UFVCAF000051","al wh db pi","2021-22",81,"21/01/2022",17.39,12.12,1302.791744,"01/11/2021",82
"LSP2122076",3,3,"black-white","UFVCAF000051","al wh db pi","2021-22",81,"21/01/2022",17.3,12.2,1313.21532,"01/11/2021",82
"LSP2122079",3,1,"black-white","UFVCAF000651","pu al pu db","2021-22",81,"21/01/2022",17.89,11.46,1198.256385,"01/11/2021",82
"LSP2122079",3,2,"black-white","UFVCAF000651","pu al pu db","2021-22",81,"21/01/2022",18,12.6,1457.4168,"01/11/2021",82
"LSP2122079",3,3,"black-white","UFVCAF000651","pu al pu db","2021-22",81,"21/01/2022",18.39,12.19,1393.667962,"01/11/2021",82
"LSP2122080",1,1,"brown","UFVCAF000656","ye al bl wh","2021-22",81,"21/01/2022",15.52,10.91,942.1312171,"01/11/2021",82
"LSP2122081",1,1,"brown","UFVCAF000510","wh re og al","2021-22",83,"23/01/2022",17,13,1465.23,"01/11/2021",84
"LSP2122082",2,1,"brown","UFVCAF000660","pu al pu og","2021-22",84,"24/01/2022",16.98,12.04,1255.338464,"01/11/2021",85
"LSP2122082",2,2,"brown","UFVCAF000660","pu al pu og","2021-22",84,"24/01/2022",18.06,12.11,1350.753832,"01/11/2021",85
"LSP2122085",2,1,"black-white","UFVCAF000811","wh og og al","2021-22",89,"29/01/2022",17.06,12.5,1359.46875,"01/11/2021",90
"LSP2122085",2,2,"black-white","UFVCAF000811","wh og og al","2021-22",89,"29/01/2022",17.65,13,1521.2535,"01/11/2021",90
"LSP2122086",2,1,"black-white","UFVCAF000201","al re re ye","2021-22",91,"31/01/2022",17.91,10.68,1041.857368,"01/11/2021",92
"LSP2122086",2,2,"black-white","UFVCAF000201","al re re ye","2021-22",91,"31/01/2022",17.6,11.8,1249.81824,"01/11/2021",92
"LSP2122087",1,1,"black-white","UFVCAF000401","pu al db ye","2021-22",89,"29/01/2022",17.7,12.6,1433.12652,"01/11/2021",90
"LSP2122096",2,1,"brown","UFVCAF000438","bl al bl pu","2021-22",94,"03/02/2022",18.2,13,1568.658,"01/11/2021",95
"LSP2122096",2,2,"brown","UFVCAF000438","bl al bl pu","2021-22",94,"03/02/2022",18.6,12.97,1595.743457,"01/11/2021",95
"LSP2122099",2,1,"black-white","UFVCAF000841","bl pi bl al","2021-22",98,"07/02/2022",18,12.3,1388.8422,"01/11/2021",99
"LSP2122099",2,2,"black-white","UFVCAF000841","bl pi bl al","2021-22",98,"07/02/2022",17.2,13,1482.468,"01/11/2021",99
"LSP2122115",2,1,"black-white","UFVCAF000840","pu al db pu","2021-22",113,"22/02/2022",16.2,12.5,1290.9375,"01/11/2021",114
"LSP2122115",2,2,"black-white","UFVCAF000840","pu al db pu","2021-22",113,"22/02/2022",17,12.7,1398.3843,"01/11/2021",114
"LSP2122124",2,1,"black-white","UFVCAF000841","al db db dg","2021-22",126,"07/03/2022",17.41,12.44,1374.07269,"01/11/2021",127
"LSP2122124",2,2,"black-white","UFVCAF000841","al db db dg","2021-22",126,"07/03/2022",16.7,12.7,1373.70693,"01/11/2021",127
